10242|9246
10243|9246
10244|9249
10245|9250
10246|9251
10247|9252
10248|9253
10249|10429
10249|15232
10250|15208
10251|15209
10252|15210
10253|9258
10254|9259
10255|9260
10256|9261
10257|9262
10258|9263
10259|10430
10259|11459
10259|5450
10259|9264
10260|9264
10261|9266
10262|9267
10263|9268
10264|9269
10265|9270
10266|9271
10267|9272
10268|9273
10269|9274
10270|9275
10271|9276
10272|9277
10273|10431
10273|13096
10273|9278
10274|9279
10275|9280
10276|9281
10277|9278
10278|9283
10279|9284
10280|9285
10281|9286
10282|9287
10283|9288
10284|9289
10285|9290
10286|9291
10287|9292
10288|9293
10289|15262
10290|9294
10291|9296
10292|9296
10293|9298
10294|9299
10295|9300
10296|9301
10297|9302
10298|9303
10299|9304
10300|9305
10301|9306
10302|9307
10303|9308
10304|9309
10305|10433
10305|9310
10306|9311
10307|10434
10307|11460
10307|11564
10307|9312
10308|9313
10309|10435
10309|11461
10309|11565
10309|11608
10309|9314
10310|9315
10311|9316
10312|9317
10313|10435
10313|9318
10314|12419
10314|9319
10315|9320
10316|9321
10317|9314
10318|10437
10318|9323
10319|9324
10320|9325
10321|9326
10322|9327
10323|9328
10324|9329
10325|9330
10326|9331
10327|9332
10328|9333
10329|9334
10330|111355
10330|9335
10331|10438
10331|9336
10332|9337
10333|9338
10334|11462
10334|15107
10334|9339
10335|9340
10336|9341
10337|9342
10338|9343
10339|9332
10340|9345
10341|9346
10342|9347
10343|9348
10344|9349
10345|9350
10346|9351
10347|10440
10347|9352
10348|9353
10349|146668
10349|9354
10350|9355
10351|9356
10352|9357
10353|9358
10354|9359
10355|9360
10356|9361
10357|9361
10358|9363
10359|9364
10360|9365
10361|10441
10361|11463
10361|9366
10362|9367
10363|10442
10363|11464
10363|9368
10364|10443
10364|9369
10365|9370
10366|9371
10367|9372
10368|9373
10369|9374
10370|15214
10371|9376
10372|9377
10373|15298
10374|10444
10374|11465
10374|9379
10375|10445
10375|9380
10376|9381
10377|9382
10378|9383
10379|9384
10380|9384
10381|9384
10382|9387
10383|9388
10384|9389
10385|10446
10385|9390
10386|10447
10386|9391
10387|9392
10388|9393
10389|10448
10389|9394
10390|10449
10390|9395
10391|9396
10392|9397
10393|9398
10394|9399
10395|9400
10396|9401
10397|71142
10397|9402
10398|10450
10398|9403
10399|9404
10400|10451
10400|11466
10400|9405
10401|9406
10402|9407
10403|9408
10404|12274
10404|8935
10404|9409
10405|9410
10406|13077
10406|9411
10407|10453
10407|9412
10408|9404
10409|9414
10410|9415
10411|9415
10412|146634
10412|9417
10414|9419
10415|9415
10416|11467
10416|11566
10416|7981
10416|9421
10417|9422
10418|10455
10418|9423
10419|9424
10420|14273
10420|9424
10421|9426
10422|9427
10423|9428
10424|9429
10425|9430
10426|9431
10427|9432
10428|9415
10429|9415
10430|10456
10430|11468
10430|11567
10430|9435
10431|10457
10431|12577
10431|13473
10431|14048
10431|14101
10431|14896
10431|14902
10431|15517
10431|9436
10432|10458
10432|11469
10432|9437
10433|10459
10433|9438
10434|9439
10435|10460
10435|9440
10436|9441
10437|10461
10437|9442
10438|86351
10438|9443
10439|9444
10440|9445
10441|15041
10441|9446
10442|10462
10442|9447
10443|9448
10444|9449
10445|9450
10446|9451
10447|9452
10448|9453
10449|9454
10450|9455
10451|9456
10452|9457
10453|10463
10453|9458
10454|9459
10455|8935
10455|9460
10456|9460
10457|10465
10457|9462
10458|9463
10459|9464
10460|144331
10460|14644
10460|15500
10460|9465
10461|9466
10462|9467
10463|9468
10464|9469
10465|9470
10466|54109
10466|9471
10467|28617
10467|9472
10468|9473
10469|9474
10470|9475
10471|10447
10471|9476
10471|9722
10472|9477
10473|9478
10474|9479
10475|9480
10476|9481
10477|10467
10477|9482
10478|9477
10479|9477
10480|9485
10481|9486
10482|9487
10483|9488
10484|9489
10485|10468
10485|12955
10485|9490
10486|9491
10487|9488
10488|9493
10489|9488
10490|9495
10491|9496
10492|9497
10494|9499
10495|9500
10496|14167
10496|9501
10497|9502
10498|10469
10498|9503
10499|9504
10500|12036
10500|9505
10501|9506
10502|9507
10503|9508
10504|9509
10505|9510
10506|9510
10507|9512
10508|9510
10509|15173
10509|9514
10510|9515
10511|9516
10512|9517
10513|10470
10513|9518
10514|9519
10515|9520
10516|9521
10517|9522
10518|10471
10518|11471
10518|9523
10519|9524
10520|9525
10521|9526
10522|9527
10523|9528
10524|9529
10525|9530
10526|9531
10527|9532
10528|9533
10529|9534
10530|15088
10531|9536
10532|9537
10533|9538
10534|9539
10535|10473
10535|9540
10536|9541
10537|9542
10538|9543
10539|9544
10540|9545
10541|9546
10542|9547
10543|9548
10544|8286
10544|9549
10545|9550
10546|9551
10547|9552
10548|9553
10549|9554
10550|9555
10551|9556
10552|9557
10553|9558
10554|9559
10555|15345
10556|9561
10557|9562
10558|15188
10559|9564
10560|9565
10561|9566
10562|9567
10563|9568
10564|9569
10565|9570
10566|9571
10567|10474
10567|9572
10568|9573
10569|9574
10570|9575
10571|9576
10572|9577
10573|9578
10574|9579
10575|9580
10576|9581
10577|9582
10578|9583
10579|9584
10580|9585
10581|9586
10582|9587
10583|15394
10583|9588
10584|9589
10585|10475
10585|9590
10586|9591
10587|9592
10588|9593
10589|9594
10590|9595
10591|9596
10592|9597
10593|9598
10594|9599
10595|9600
10596|9601
10597|9602
10598|9603
10599|9604
10600|9605
10601|10476
10601|11267
10601|9606
10602|9607
10603|9608
10604|9609
10605|9610
10606|9611
10607|9612
10608|9613
10609|9614
10610|15275
10611|9616
10612|9617
10613|9618
10614|9619
10615|9620
10616|9621
10617|9622
10618|9623
10619|9624
10620|10478
10620|11473
10620|9625
10621|10479
10621|9626
10622|9627
10623|9628
10624|9629
10625|9630
10626|9631
10627|9632
10628|9633
10629|9634
10630|9635
10631|9636
10632|9637
10633|10480
10633|9638
10634|9639
10635|9640
10636|9641
10637|9642
10638|9643
10639|9644
10640|9645
10641|9646
10642|12282
10642|9647
10643|9648
10644|9649
10645|14251
10645|9650
10646|10482
10646|11474
10646|9651
10647|13013
10647|14551
10647|9652
10648|9653
10649|9654
10650|9655
10651|9656
10652|10483
10652|12313
10652|76634
10652|9657
10653|9658
10654|9659
10655|9660
10656|8148
10657|9662
10658|9010
10659|9664
10660|9665
10661|5128
10662|5128
10663|9128
10664|9215
10665|9215
10666|9671
10667|9672
10668|15301
10669|15204
10670|9110
10672|9677
10673|9678
10674|9679
10675|9259
10676|9259
10677|9267
10678|9328
10679|9684
10680|9361
10681|9686
10682|4892
10683|4892
10684|9689
10685|9690
10686|9691
10687|9692
10688|15293
10689|9694
10690|8494
10691|9696
10693|9698
10694|9699
10695|6505
10696|10484
10696|9701
10697|12897
10697|13491
10697|9702
10698|5782
10699|5780
10700|9705
10701|5807
10702|9707
10703|9708
10704|9709
10705|9710
10706|9711
10707|9712
10708|9713
10709|15300
10710|8381
10711|8388
10712|9717
10713|15173
10713|9718
10714|13829
10714|14451
10714|14479
10714|9718
10715|9720
10716|9459
10717|9722
10718|9722
10719|8911
10720|8952
10721|71140
10721|9647
11034|12373
11034|15583
11100|12099
11769|12991
11769|14988
12923|14994
12924|14996
12926|14997
12935|15011
12942|15027
12943|15028
12946|15036
12951|15155
12952|15157
13013|15415
13014|15416
13015|12380
13015|15417
13015|50819
13016|15418
13017|15419
13174|10213
13301|15857
13506|16170
13507|16172
13508|16173
13508|16180
16381|146648
16390|146663
16393|146667
16393|146685
16394|146669
16395|146670
16396|146671
16396|146708
16397|146672
16400|146677
16401|146681
16401|146682
16402|146683
16402|146684
16402|146687
16404|146686
16405|146688
16405|146696
16405|146710
16406|146688
16408|146689
16408|146690
16408|146698
16411|146694
16412|146695
16413|146697
16414|146700
16415|146701
16417|146702
16418|146703
16419|146704
16420|146705
16421|146707
16425|146714
16426|146715
16427|146717
16428|146718
16429|146719
16430|146720
5870|4875
5871|4876
5872|4877
5873|4878
5874|4879
5875|4880
5876|4881
5877|15085
5878|4883
5879|4884
5880|4885
5881|4886
5882|4887
5883|4888
5884|4889
5885|4890
5886|4891
5887|4892
5888|15371
5888|4893
5889|15006
5889|4894
5890|4895
5891|4896
5892|4897
5893|4898
5894|4899
5894|9727
5895|11243
5895|11475
5895|4900
5895|9728
5896|4901
5897|4901
5898|11244
5898|4901
5898|9729
5899|4904
5899|9728
5899|9730
5900|4905
5901|4906
5902|4907
5903|4907
5904|4909
5905|4910
5906|4911
5907|4912
5907|9731
5908|4913
5908|4916
5909|4914
5910|4915
5912|4917
5913|4918
5913|9732
5914|14929
5914|4919
5914|9733
5915|11245
5915|4920
5915|9734
5916|4921
5917|4922
5918|4923
5919|4924
5920|4925
5921|4926
5921|9735
5922|4927
5923|4928
5924|4929
5924|9736
5925|4930
5926|4931
5927|11246
5927|4932
5927|9737
5928|4933
5929|4934
5929|4936
5929|9738
5930|4935
5931|4936
5932|4937
5933|4938
5934|4939
5935|4940
5936|4941
5937|14587
5937|4942
5938|4943
5939|4944
5940|4945
5941|14938
5941|4946
5942|4947
5943|4948
5944|4949
5944|9739
5945|4950
5946|4950
5947|4952
5948|4953
5949|4954
5950|4955
5951|4956
5952|4957
5953|4958
5954|4959
5955|4960
5956|4961
5957|4962
5958|4963
5959|4964
5960|4965
5961|4966
5962|4967
5963|4968
5964|4969
5965|4970
5966|4971
5967|4972
5968|4973
5969|4974
5970|4975
5971|14987
5971|4976
5972|4977
5973|4978
5974|4979
5975|4980
5976|4981
5977|4982
5978|4983
5979|15156
5979|4984
5980|4985
5981|4985
5982|4987
5983|4988
5984|4989
5985|4990
5986|4991
5987|4992
5988|4993
5989|4994
5990|4995
5991|4996
5991|9740
5992|4997
5993|4998
5994|4999
5994|5001
5995|5000
5997|5002
5998|5003
5999|5004
6000|5005
6001|5006
6002|5007
6002|9741
6003|5008
6004|11248
6004|5009
6005|5010
6005|9743
6006|5011
6007|5012
6008|5014
6008|9744
6009|5014
6009|9744
6010|5015
6011|5016
6012|5017
6013|11249
6013|11476
6013|11568
6013|5018
6013|9746
6014|5019
6015|5020
6016|5021
6017|15408
6017|5022
6018|11250
6018|11477
6018|11569
6018|11609
6018|5023
6018|9748
6019|5024
6020|5025
6021|5026
6022|5027
6023|5028
6024|5028
6025|5030
6025|9749
6026|5031
6027|5031
6028|5033
6029|5033
6030|5035
6031|5036
6032|5037
6033|5038
6034|5039
6035|5040
6036|5041
6037|5042
6038|5043
6039|5044
6040|5045
6041|5046
6041|9750
6042|5047
6043|15236
6044|5049
6045|5050
6046|5051
6047|5052
6048|5053
6048|9751
6049|5054
6050|15348
6050|5054
6051|15349
6051|5054
6052|5057
6053|5058
6054|11251
6054|5059
6054|9752
6055|5060
6056|5061
6057|5062
6058|5063
6059|5064
6060|5065
6060|9754
6062|5067
6063|5068
6064|5068
6065|5070
6065|9099
6066|5071
6066|9756
6067|5072
6068|5073
6068|9757
6069|5074
6069|9758
6070|5074
6071|5074
6072|5077
6073|5078
6074|5079
6075|5080
6076|5080
6077|5080
6078|5083
6079|5084
6080|5085
6081|5086
6082|5087
6083|5088
6084|5089
6085|11478
6085|11570
6085|11610
6085|11630
6085|15328
6085|5090
6085|9760
6086|5091
6087|5092
6087|8834
6087|9761
6088|5093
6089|5094
6090|5095
6091|5096
6092|5096
6093|5098
6093|5435
6093|9762
6094|11255
6094|5099
6094|9763
6095|5100
6096|5101
6097|5102
6098|5103
6099|5104
6100|5105
6101|11256
6101|11479
6101|5106
6101|9764
6102|5107
6102|5108
6103|5108
6104|5109
6105|5110
6106|5111
6107|5112
6108|5113
6109|5114
6110|5115
6111|5116
6111|9766
6112|5117
6113|5118
6113|7084
6114|5119
6115|5120
6116|5121
6117|5122
6118|5123
6119|5124
6120|5125
6121|5126
6122|5127
6122|9768
6123|11257
6123|11480
6123|11571
6123|5128
6123|5128
6124|5108
6124|5129
6125|5130
6126|5131
6127|5132
6128|5133
6129|5134
6129|9771
6130|5135
6131|5136
6132|5137
6133|11258
6133|11481
6133|11572
6133|11611
6133|11631
6133|11644
6133|11650
6133|11653
6133|5138
6133|9772
6134|5139
6135|5140
6136|5140
6137|5142
6138|5143
6139|5144
6140|5145
6141|5146
6142|5147
6143|5148
6144|5149
6145|5150
6145|9773
6146|11259
6146|5151
6146|9774
6147|5152
6148|5153
6149|5154
6150|5154
6151|5154
6152|5157
6153|5158
6153|9217
6154|5159
6155|5159
6156|5161
6157|5162
6157|9217
6158|5163
6159|5164
6160|5165
6161|5166
6162|5167
6163|5168
6164|11260
6164|5169
6164|9777
6165|5170
6166|5170
6167|5172
6168|5173
6169|5174
6170|5175
6171|5176
6172|5177
6173|5178
6174|5179
6175|5180
6176|5181
6177|5182
6178|5183
6178|9778
6179|5183
6180|5185
6181|5186
6182|5187
6182|6479
6183|11261
6183|5188
6183|9780
6184|5189
6185|5190
6185|9781
6186|5190
6187|5192
6188|5193
6189|5194
6190|5195
6191|5196
6192|5197
6193|5198
6194|5199
6195|5200
6196|5201
6197|5202
6198|15169
6199|5204
6200|5205
6201|5206
6201|9782
6202|5207
6203|5208
6204|5209
6205|5210
6206|5211
6207|5212
6207|9783
6208|15218
6209|5213
6210|5215
6211|5216
6212|5217
6213|5218
6214|5219
6215|5220
6216|5221
6217|5222
6218|5223
6219|5224
6219|9784
6220|5225
6221|5226
6222|5227
6223|5228
6224|5229
6225|5230
6226|5231
6227|5232
6228|5233
6229|5234
6230|5235
6231|11262
6231|11482
6231|11573
6231|5236
6231|9785
6232|5237
6232|9786
6233|5238
6234|5239
6235|5240
6236|15278
6237|5242
6238|5243
6239|5244
6239|9787
6240|5245
6241|5246
6242|5247
6243|5248
6244|5249
6245|5250
6246|5251
6247|5252
6247|9788
6248|5253
6249|5254
6249|9789
6250|5255
6251|5256
6252|5257
6253|5258
6254|5259
6255|5260
6256|5261
6256|9790
6257|5262
6258|5263
6259|5264
6260|5264
6261|5266
6262|5267
6263|5268
6264|5269
6265|5270
6266|5271
6267|5272
6268|5273
6269|5274
6270|5275
6271|5276
6272|5277
6273|5278
6274|5279
6274|7592
6275|5280
6276|5281
6277|5282
6278|5283
6279|5284
6280|5285
6281|5286
6282|5287
6283|5288
6284|5289
6285|15390
6285|5290
6285|9792
6286|11263
6286|5291
6286|9793
6287|5292
6288|12162
6288|5293
6288|9794
6289|5294
6289|9795
6290|5295
6290|9796
6291|146697
6291|5296
6292|5297
6293|5298
6294|5299
6294|9797
6295|5300
6296|5301
6297|5302
6298|5303
6299|5304
6300|5305
6301|5306
6302|5307
6303|5308
6304|5309
6305|5310
6306|15443
6306|5311
6307|5311
6308|5313
6309|5314
6310|5315
6311|5316
6312|5317
6313|5318
6314|5319
6315|5320
6316|5321
6317|14652
6317|5321
6318|5323
6318|9798
6319|5324
6320|5325
6321|5326
6322|5327
6323|5328
6324|5329
6325|5330
6326|5331
6327|5332
6328|15039
6329|5334
6330|5335
6330|68598
6331|5336
6332|5337
6333|5338
6334|5339
6336|5341
6337|5342
6338|5343
6339|5344
6340|5345
6341|11995
6341|12000
6341|5346
6341|9799
6342|13118
6342|14829
6342|15510
6342|16291
6342|5347
6342|68037
6342|9800
6343|5348
6343|67994
6343|9676
6344|5349
6345|5350
6346|5351
6347|5352
6348|5353
6349|11483
6349|5354
6349|9802
6350|13068
6350|14417
6350|14441
6350|14513
6350|15084
6350|5355
6350|86254
6351|5356
6352|5357
6353|5358
6354|5359
6355|12892
6355|5360
6356|5361
6357|5362
6358|5363
6359|5364
6360|5365
6361|12825
6361|12880
6361|5366
6362|5367
6363|13671
6363|14662
6363|14865
6363|5368
6364|5369
6365|5370
6366|5371
6367|5372
6368|5373
6369|5374
6370|5375
6371|5376
6371|9803
6372|5376
6373|121780
6373|5378
6374|111036
6374|5379
6375|5380
6375|9804
6376|5381
6377|5382
6378|5383
6379|5383
6380|5385
6381|5386
6381|5389
6382|5387
6383|5388
6384|5389
6385|5389
6386|5391
6387|5392
6388|5393
6389|5394
6390|5395
6390|9806
6391|5396
6392|5397
6393|5398
6394|5399
6395|5400
6396|5401
6396|87285
6396|9807
6397|11265
6397|5402
6397|9808
6398|5403
6399|5404
6400|5405
6401|5406
6401|9809
6402|5407
6403|5408
6404|5409
6405|5410
6406|5411
6407|5412
6408|5413
6409|5414
6410|5415
6411|5416
6412|11257
6412|11484
6412|11574
6412|5417
6412|9810
6413|5418
6413|9133
6414|5419
6415|5420
6416|5421
6417|5422
6418|5423
6419|5424
6420|5425
6421|5426
6421|9812
6422|5427
6423|5428
6424|5428
6425|5430
6426|5431
6426|9813
6427|5432
6427|9814
6428|5433
6429|5433
6430|5435
6430|9815
6431|11267
6431|11485
6431|5436
6431|9816
6432|5437
6433|5438
6434|11268
6434|5439
6434|9817
6435|5440
6436|5441
6437|5442
6438|5443
6439|5444
6440|5445
6441|5446
6442|12582
6442|5447
6443|5448
6444|5449
6445|12356
6445|14675
6445|5450
6446|5451
6446|9818
6447|5452
6448|5453
6449|5454
6450|5455
6451|5456
6452|5457
6452|9819
6453|5458
6454|5459
6455|5460
6456|5460
6457|5462
6458|11269
6458|14234
6458|14412
6458|14416
6458|14429
6458|5463
6458|9820
6459|5464
6460|5463
6460|9821
6461|5466
6462|5467
6463|5468
6464|11270
6464|5469
6464|9822
6465|5470
6466|5471
6467|5472
6468|5473
6469|5474
6470|5475
6471|5476
6472|5477
6473|5478
6474|5478
6475|5480
6476|5481
6477|5482
6478|5483
6479|14986
6479|5484
6480|5485
6481|5486
6482|5487
6483|5488
6484|5489
6485|5490
6486|5491
6487|5492
6488|5493
6489|5494
6490|5495
6491|5496
6492|5497
6493|5498
6494|5499
6495|5500
6496|5501
6497|5502
6498|5503
6499|5504
6500|5505
6501|5506
6502|5507
6503|5508
6504|5509
6505|5510
6506|5511
6507|5512
6508|5512
6509|5514
6510|5515
6511|5516
6512|5517
6513|5518
6514|5519
6515|5520
6516|5521
6517|5522
6518|11271
6518|5523
6518|9823
6519|5524
6520|5525
6521|5526
6522|5527
6523|5528
6524|5529
6525|5530
6526|5531
6527|5532
6528|5533
6529|5534
6530|5535
6530|9825
6531|15329
6531|5536
6531|9826
6532|5537
6533|5538
6534|5539
6535|5540
6536|5541
6537|5542
6538|5543
6539|15160
6539|5545
6539|9828
6540|5546
6541|5547
6542|9829
6543|5548
6544|5549
6544|9830
6545|5550
6546|5551
6547|5552
6548|5553
6549|5554
6550|5555
6551|5556
6552|5557
6553|5558
6554|5559
6555|5560
6556|5561
6556|68943
6557|5562
6557|9831
6558|5563
6559|5564
6560|5565
6561|5566
6562|5567
6562|9832
6563|5568
6564|5569
6565|5570
6566|5571
6567|5572
6568|5573
6569|5574
6570|5575
6571|5576
6572|5577
6573|5578
6573|9833
6574|5579
6575|5580
6576|5581
6576|9834
6577|11272
6577|11486
6577|11575
6577|11612
6577|11632
6577|12213
6577|5582
6577|9835
6578|5583
6579|5584
6580|5585
6581|5586
6582|5587
6583|5588
6584|5589
6585|11273
6585|11487
6585|5590
6585|9836
6586|5591
6587|5592
6588|5593
6589|5594
6590|5595
6591|5596
6592|10192
6592|11488
6592|11576
6592|5597
6592|7627
6592|9793
6592|9837
6593|5598
6594|5599
6595|5600
6596|14593
6596|5601
6597|5602
6597|9838
6598|11275
6598|11489
6598|11577
6598|15161
6598|5603
6599|5604
6600|5605
6601|5606
6602|5607
6603|5608
6603|9840
6604|5609
6604|9841
6605|5610
6605|9842
6606|5611
6607|5612
6607|7468
6607|9843
6608|5613
6609|5614
6610|12429
6610|12624
6610|13563
6610|5615
6610|9844
6611|5615
6612|5617
6612|7629
6613|5618
6613|9846
6614|5619
6615|106345
6615|15154
6615|15461
6615|9848
6616|5620
6616|7682
6617|5622
6618|11277
6618|5623
6618|9850
6619|5624
6620|5625
6621|11278
6621|14462
6621|5626
6621|9851
6622|5627
6623|5628
6624|5629
6625|5630
6626|5631
6627|5632
6628|13519
6628|5633
6629|111581
6629|5634
6630|5635
6631|5636
6632|5637
6633|5638
6633|9852
6634|5639
6635|5640
6635|9853
6636|5641
6637|5642
6638|13073
6638|5643
6639|5644
6639|9855
6640|5645
6641|11279
6641|5646
6641|9856
6642|11280
6642|11490
6642|11578
6642|11614
6642|12646
6642|5647
6642|9857
6643|11281
6643|5648
6643|9858
6644|5649
6644|9859
6645|5650
6645|9860
6646|15483
6646|5651
6647|11282
6647|11579
6647|11615
6647|11634
6647|15387
6647|5652
6647|9861
6648|5653
6649|11283
6649|113059
6649|5654
6649|9862
6650|5654
6650|9863
6651|15152
6651|5656
6652|14585
6652|5657
6653|5658
6654|5659
6655|12474
6655|13887
6655|14316
6655|5660
6655|9864
6656|5661
6657|15151
6658|5662
6659|5664
6660|5665
6661|5666
6662|5667
6663|5668
6663|9865
6664|5669
6664|9866
6665|5670
6666|5671
6667|5672
6668|11284
6668|13100
6668|14619
6668|5673
6668|9867
6669|106266
6669|11285
6669|11285
6669|11492
6669|11616
6669|11635
6669|11645
6669|11651
6669|11656
6669|12004
6669|15521
6669|5674
6669|71141
6669|8001
6669|8194
6670|5675
6670|9869
6671|13046
6671|13301
6671|5676
6671|9718
6672|11286
6672|5677
6673|15121
6674|5679
6675|15123
6676|5681
6677|5682
6678|11287
6678|11996
6678|14771
6678|5682
6678|67554
6678|9872
6679|12683
6679|5684
6679|9873
6680|5685
6681|5686
6681|9874
6682|5687
6683|13092
6683|5688
6683|8055
6684|5689
6685|5690
6686|5691
6687|11288
6687|11493
6687|11559
6687|15375
6687|9876
6688|5693
6689|5694
6690|5695
6691|5696
6692|5697
6692|9877
6693|15086
6694|12324
6694|5699
6694|5881
6694|6735
6694|9878
6695|5700
6696|5701
6697|5702
6698|5703
6699|5704
6700|5705
6701|11289
6701|11494
6701|11516
6701|5706
6701|9879
6702|5707
6703|5707
6704|5709
6705|5709
6706|5711
6707|5712
6708|5713
6709|5714
6710|15163
6711|5716
6712|5717
6713|5718
6714|5719
6715|5720
6716|5721
6717|5722
6718|5723
6719|12331
6719|13289
6719|5724
6719|76636
6720|5725
6721|5726
6722|5727
6723|5728
6724|5729
6725|5730
6725|9880
6726|5731
6727|5732
6728|5733
6729|5734
6730|5735
6731|5736
6732|5736
6733|5738
6734|5739
6735|5740
6736|5741
6737|11516
6737|15373
6737|5742
6738|5742
6738|9882
6739|5744
6740|5745
6741|5746
6742|5747
6743|5748
6744|5749
6745|5750
6746|5751
6746|9883
6747|5752
6748|5753
6749|5753
6750|5755
6751|5756
6751|5760
6752|5757
6753|15202
6754|15203
6755|5760
6756|5761
6757|5762
6758|5763
6759|5764
6760|5765
6761|15276
6761|5766
6762|5767
6763|5768
6764|5769
6765|5770
6766|5771
6767|5772
6768|5773
6769|5774
6770|5775
6770|5792
6770|9895
6771|5776
6772|5777
6773|5778
6774|5779
6775|5780
6776|5780
6777|5782
6778|5782
6779|5784
6780|14790
6780|5785
6781|5786
6782|5787
6783|5788
6783|5794
6784|5789
6785|5790
6786|5791
6787|5792
6788|5792
6789|5794
6789|9887
6790|5795
6791|5796
6792|11292
6792|14790
6792|5797
6792|9888
6793|5797
6793|5825
6794|11293
6794|5799
6794|9889
6795|5800
6796|5801
6797|5802
6798|5803
6799|5804
6800|5805
6801|5806
6802|15103
6803|5808
6804|5809
6804|9890
6805|5810
6806|5811
6807|5812
6808|5813
6809|5814
6810|5815
6810|9891
6811|5815
6811|9891
6812|104090
6812|113106
6812|5817
6813|5818
6814|14990
6814|5819
6815|5820
6815|9893
6816|5821
6817|5822
6817|9894
6818|5823
6819|5824
6819|9895
6820|5825
6821|11294
6821|11495
6821|11582
6821|11617
6821|12764
6821|5826
6821|9896
6822|12420
6822|12929
6822|14780
6822|5827
6823|5828
6824|5829
6825|5830
6826|5831
6827|5832
6828|15379
6829|12995
6829|5834
6830|14751
6830|5835
6831|5836
6832|15378
6832|5837
6833|15384
6833|5838
6833|9898
6834|5839
6835|5840
6836|5841
6837|5842
6838|5843
6839|5844
6840|12549
6840|13244
6840|5845
6841|5846
6842|5847
6843|5848
6844|5849
6845|5850
6846|5851
6847|5852
6848|5853
6848|70603
6848|79367
6849|5854
6850|5855
6850|9899
6851|12457
6851|12862
6851|14751
6851|5856
6852|5857
6853|14997
6853|5858
6853|9900
6854|5859
6855|5860
6856|5861
6857|5862
6858|5863
6859|5864
6860|11296
6860|5865
6860|9901
6861|5866
6862|5867
6863|5867
6864|5869
6865|5870
6866|5870
6867|5872
6868|5873
6869|5873
6870|5875
6870|5876
6871|5876
6872|5876
6873|5878
6874|5879
